imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0004457,The Patchwork Girl of Oz,The Patchwork Girl of Oz,1914,1914-09-28,"Adventure, Family, Fantasy",81,USA,English,J. Farrell MacDonald,"L. Frank Baum, L. Frank Baum",The Oz Film Manufacturing Company,"Violet MacMillan, Frank Moore, Raymond Russell, Leontine Dranet, Bobbie Gould, Marie Wayne, Richard Rosson, Frank Bristol, Fred Woodward, Todd Wright, Bert Glennon, Hal Roach, Dave Anderson, Jessie May Walsh, William Cook","Ojo and Unc Nunkie are out of food, so they decide to journey to the Emerald City where they will never starve. Along the way, they meet Mewel, a waif and stray (mule) who leads them to Dr....",5.5,382,"","","",,16,5,5.5,72.8102036233636,550
tt0010726,"Il lago d'oro, ovvero I ragni","Die Spinnen, 1. Teil - Der Goldene See",1919,1922-11-13,"Adventure, Western",81,Germany,"",Fritz Lang,Fritz Lang,Decla-Bioscop AG,"Carl de Vogt, Ressel Orla, Georg John, Lil Dagover, Paul Biensfeldt, Harry Frank, Gilda Langer","Kay Hoog finds a message that indicates that some Incas are still alive, but the secret organisation """"Die Spinnen"""" wants the Incas' gold....",6.6,1051,"","","",,12,22,6.6,96.1256832760352,660
tt0011217,Il cammino nella notte,Der Gang in die Nacht,1921,1921-08-08,Drama,81,"Germany, Denmark",German,F.W. Murnau,"Harriet Bloch, Carl Mayer",Goron Film,"Olaf Fønss, Erna Morena, Conrad Veidt, Gudrun Bruun Stephensen, Clementine Plessner","Dr Eigil Borne is engaged to Hélène, a girl who is madly in love with him. At Hélène's birthday celebration, Eigil invites her to a cabaret, where he meets his other love, Lily, a passionate, fiery and funny dancer.",6.4,308,"","","",,4,6,6.4,92.6383487516522,640
tt0015268,The Red Lily,The Red Lily,1924,1924-09-08,Drama,81,USA,None,Fred Niblo,"Fred Niblo, Bess Meredyth",Metro-Goldwyn Pictures Corporation,"Ramon Novarro, Enid Bennett, Frank Currier, Mitchell Lewis, Rosita Marstini, Sidney Franklin, Wallace Beery, George Nichols, Emily Fitzroy, George Periolat, Rosemary Theby, Milla Davenport, Gibson Gowland, Dick Sutherland",Two young lovers escape their past lives to Paris until fate separates them.,7.1,415,"","","",,22,4,7.1,98.8808508435408,710
tt0016029,Il piccolo colonnello,The Little Colonel,1935,1935-02-22,"Comedy, Family, Musical",81,USA,English,David Butler,"William M. Conselman, William M. Conselman",Fox Film Corporation,"Shirley Temple, Lionel Barrymore, Evelyn Venable, John Lodge, Bill Robinson, Sidney Blackmer, Stephen Chase, William Burgess, Frank Darien, Robert Warwick, Hattie McDaniel, Geneva Williams, Avonne Jackson, Nyanza Potts","After Southern belle Elizabeth Lloyd runs off to marry Yankee Jack Sherman, her father, a former Confederate colonel during the Civil War, vows to never speak to her again. Several years ...",7.1,1420,"","","",,21,5,7.1,102.153897197481,710
tt0016544,Il mago di Oz,The Wizard of Oz,1925,1925-01-27,"Comedy, Family, Fantasy",81,USA,"",Larry Semon,"L. Frank Baum, Frank Joslyn Baum",Chadwick Pictures Corporation,"Dorothy Dwan, Mary Carr, Virginia Pearson, Bryant Washburn, Josef Swickard, Charles Murray, Oliver Hardy, William Hauber, William Dinus, Frank Alexander, Otto Lederer, Frederick Ko Vert, Larry Semon, Spencer Bell","Dorothy, heir to the Oz throne, must take it back from the wicked Prime Minister Kruel with the help of three farmhands.",5.1,1395,"","","",,48,18,5.1,74.7378923012046,510
tt0018908,The Four Feathers,The Four Feathers,1929,1929-06-01,"Adventure, Drama, Romance",81,USA,English,"Merian C. Cooper, Lothar Mendes","A.E.W. Mason, Hope Loring",Paramount Pictures,"Richard Arlen, Fay Wray, Clive Brook, William Powell, Theodore von Eltz, Noah Beery, Zack Williams, Noble Johnson, Harold Hightower, Philippe De Lacy, E.J. Ratcliffe, George Fawcett, Augustin Symonds","When British officer Harry resigns from his regiment, he is labeled a coward by his family and friends. Harry receives four white feathers as a mark of a coward. In order to redeem himself ...",6.9,261,"","","",,8,5,6.9,95.2991980259089,690
tt0019043,Jûjiro,Jûjiro,1928,1928-05-11,Drama,81,Japan,Japanese,Teinosuke Kinugasa,"Teinosuke Kinugasa, Teinosuke Kinugasa",Kinugasa Eiga Renmei,"Akiko Chihaya, Junosuke Bandô, Yukiko Ogawa, Ippei Sôma, Yoshie Nakagawa, Misao Seki, Teruko Sanjô, Keinosuke Sawada","After falling in love with a courtesan, Rikiya is blinded by ash during a fight in a brothel. Believing the blindness permanent and his opponent dead, Rikiya goes back home to his sister. ...",7.1,305,"","","",,3,8,7.1,99.4699847839493,710
tt0020926,Golden Dawn,Golden Dawn,1930,1930-06-14,"Comedy, Drama, Music",81,USA,English,Ray Enright,"Otto A. Harbach, Oscar Hammerstein II",Warner Bros.,"Walter Woolf King, Vivienne Segal, Noah Beery, Alice Gentle, Dick Henderson, Lupino Lane, Marion Byron, Edward Martindel, Nina Quartero, Sôjin Kamiyama, Otto Matieson, Julanne Johnston","",4.4,122,"","","",,11,6,4.4,62.4779613476181,440
tt0021377,Sin Takes a Holiday,Sin Takes a Holiday,1930,1930-11-10,"Comedy, Romance",81,USA,English,Paul L. Stein,"Horace Jackson, Robert Milton",Pathé Exchange,"Constance Bennett, Kenneth MacKenna, Basil Rathbone, Rita La Roy, Louis John Bartels, John Roche, Zasu Pitts, Kendall Lee, Muriel Finley, Judith Wood, Fred Walton","A plain secretary works for a womanizing divorce lawyer who only dates married women. To avoid having to deal with the matrimonial pursuits of any of his potential romances, he offers her financial support if she marries him in name only.",6.2,475,$ 450000,"","",,14,6,6.2,92.9946901475433,620
