imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0000009,Miss Jerry,Miss Jerry,1894,1894-10-09,Romance,45,USA,None,Alexander Black,Alexander Black,Alexander Black Photoplays,"Blanche Bayliss, William Courtenay, Chauncey Depew",The adventures of a female reporter in the 1890s.,5.9,154,"","","",,1,2,5.9,81.9823102907812,590
tt0007309,Schuhpalast Pinkus,Schuhpalast Pinkus,1916,1916-05-01,Comedy,45,Germany,German,Ernst Lubitsch,"Hanns Kräly, Erich Schönfelder",Projektions-AG Union (PAGU),"Ernst Lubitsch, Else Kentner, Guido Herzfeld, Ossi Oswalda, Hanns Kräly, Fritz Rasp, Erich Schönfelder","Sally Pinkus is an German-Jewish boy who takes a job as a shoe store clerk after being expelled from school for goofing around. Soon fired for trying to court the owner's daughter, Pinkus ...",5.6,183,"","","",,2,1,5.6,82.9643519631313,560
tt0009611,Charlot soldato,Shoulder Arms,1918,1918-10-27,"Comedy, War",45,USA,"None, English",Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Edna Purviance, Charles Chaplin, Syd Chaplin, Loyal Underwood, Henry Bergman, Tom Wilson, Albert Austin, Jack Wilson",Charlie is a boot camp private who has a dream of being a hero who goes on a daring mission behind enemy lines.,7.3,5895,"","","",,38,21,7.3,101.24030342048,730
tt0010281,Non vorrei essere un uomo,Ich möchte kein Mann sein,1918,1918-11-18,"Comedy, Romance",45,Germany,German,Ernst Lubitsch,"Hanns Kräly, Ernst Lubitsch",Projektions-AG Union (PAGU),"Ossi Oswalda, Curt Goetz, Ferry Sikla, Margarete Kupfer, Victor Janson","A teenaged tomboy, tired of being bossed around by her strict guardian, impersonates a man so she can have more fun, but discovers that being the opposite sex isn't as easy as she had hoped.",6.9,1230,"","","",,16,15,6.9,97.9242572384953,690
tt0011641,Romeo e giulietta sulla neve,Romeo und Julia im Schnee,1920,1920-03-12,Comedy,45,Germany,German,Ernst Lubitsch,"Hanns Kräly, Hanns Kräly",Ebner & Co.,"Lotte Neumann, Gustav von Wangenheim, Jakob Tiedtke, Marga Köhler, Ernst Rückert, Paul Biensfeldt, Julius Falkenstein, Hermann Picha, Josefine Dora, Paul Passarge","Comical variation on the Shakespeare play, featuring two feuding farmers families.",6.5,153,"","","",,5,1,6.5,90.0529908751206,650
tt0015324,La palla n° 13,Sherlock Jr.,1924,1924-05-11,"Action, Comedy, Romance",45,USA,English,Buster Keaton,"Jean C. Havez, Joseph A. Mitchell",Buster Keaton Productions,"Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly, Ward Crane","A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",8.2,39634,"",$ 977375,"",,321,71,8.2,118.774030703481,820
tt0015847,Furusato no uta,Furusato no uta,1926,1926-09-17,Drama,45,Japan,"",Kenji Mizoguchi,Ryunosuke Shimizu,Kansai Education Division,"Shigeru Mokudo, Mineko Tsuji, Kentaro Kawamata, Yutaka Mimasu, Michiko Tachibana, Shizue Matsumoto, Masujirô Takagi, Sueko Ito, Shirô Kato, Shigeru Kido, Hiromichi Kawata, Ichirô Shibayama","As all his peers leave the countryside to study in Tokyo, Naotaro stays behind.",5.8,100,"","","",,,2,5.8,76.3975734419942,580
tt0017938,La glace à trois faces,La glace à trois faces,1983,1983-03-13,"Drama, Romance",45,France,"None, French",Jean Epstein,"Jean Epstein, Paul Morand",Films Jean Epstein,"Jeanne Helbling, Suzy Pierson, Olga Day, Raymond Guérin-Catelain, Jean Garat, René Ferté","Psychological narrative avantgarde film about a wealthy young businessman who consecutively falls in love with a classy English woman (Pearl), a Russian sculptress (Athalia), and a naive ...",7,759,"","","",,7,4,7,91.8058975841011,700
tt0033912,Miss Polly,Miss Polly,1941,1941-11-14,Comedy,45,USA,English,Fred Guiol,"Eugene Conrad, Edward E. Seabrook",Hal Roach Studios,"Zasu Pitts, Slim Summerville, Kathleen Howard, Brenda Forbes, Elyse Knox, Richard Clayton, Dink Trout, William Newell, Ferris Taylor, Fern Emmett, Vera Lewis, Sarah Edwards, Virginia Sale, Walter Baldwin, Mickey Daniels",Mrs. Minerva Snodgrass heads up the town's Purity League and is so good at imposing restrictions of keeping the girls and boys apart that the town hasn't had a marriage in over two years. ...,5.6,141,"","","",,7,2,5.6,78.7455675357771,560
tt0034730,Fiesta,Fiesta,1941,1941-11-28,"Comedy, Music, Romance",45,USA,English,LeRoy Prinz,"Cortland Fitzsimmons, Kenneth Higgins",Hal Roach Studios,"Ann Ayars, Jorge Negrete, Armida, George Givot, Antonio Moreno, Nick Moro, Frank Yaconelli, George Humbert, Francisco Moreno, Betty Bryson, Carlos Valadez, José Arias, The Guadalajara Trio, Tipíca Orchestra of the Mexico City Police","Cholita, after a long absence in Mexico City, is returning home to take up her duties as head of the rancho and, as everyone expects, to marry her childhood sweetheart José. Expectations ...",5,100,"","","",,9,2,5,70.0155679001409,500
tt0035049,The McGuerins from Brooklyn,The McGuerins from Brooklyn,1942,1942-12-31,"Adventure, Comedy, Romance",45,USA,English,Kurt Neumann,"Earle Snell, Clarence Marks",Hal Roach Studios,"William Bendix, Grace Bradley, Arline Judge, Max Baer, Marjorie Woodworth, Joe Sawyer, Marion Martin, Rex Evans, J. Farrell MacDonald, Pat Flaherty, Alan Hale Jr.",A cab driver from Brooklyn working overtime to start a taxi service falls in love with a burlesque dancing beauty and gets in trouble with a mobster who has his eyes on her.,6.1,103,"","","",,7,,6.1,86.0824037982161,610
tt0037439,Il volontario,The Volunteer,1944,1944-01-10,War,45,UK,"","Michael Powell, Emeric Pressburger","Michael Powell, Emeric Pressburger",Ministry of Information,"Ralph Richardson, Pat McGrath, Anna Neagle, Laurence Olivier, Michael Powell, Herbert Wilcox, Tommy Woodrooffe","After a masterful performance as Othello in a London theater,",6,129,"","","",,2,2,6,81.445431590365,600
tt0053258,Non ci sarà licenza oggi,Segodnya uvolneniya ne budet,1959,1959-05-09,"Drama, Thriller",45,Soviet Union,Russian,"Aleksandr Gordon, Andrei Tarkovsky","Aleksandr Gordon, Irina Makhovaya",Vsesoyuznyj Gosudarstvennyj Institut Kinematografii (VGIK),"Oleg Borisov, Aleksey Alekseev, Pyotr Lyubeshkin, Oleg Mokshantsev, Vladimir Marenkov, Igor Kosukhin, Leonid Kuravlyov, Stanislav Lyubshin, Aleksei Smirnov, Nina Golovina, Aleksey Dobronravov",Soldiers undertake the perilous task of removing a stockpile of World War II bombshells discovered during roadworks under the ground of a small village.,6.5,1352,"","","",,2,5,6.5,93.0720072703416,650
tt0054880,Flaming Creatures,Flaming Creatures,1963,1963-04-29,"Comedy, Drama, Horror",45,USA,English,Jack Smith,Jack Smith,"","Francis Francine, Sheila Bick, Joel Markman, Mario Montez, Arnold Rockwood, Judith Malina, Marian Zazeela, Beverly Grant, Piero Heliczer","An experimental film that features graphic sexual imagery, an earthquake, and a lipstick commercial.",4.8,1257,$ 300,"","",,14,21,4.8,68.3718319726829,480
tt0058200,A Home of Your Own,A Home of Your Own,1965,1965-01-29,Comedy,45,UK,English,Jay Lewis,"Jay Lewis, Johnny Whyte",Dormar Productions Limited,"Ronnie Barker, Richard Briers, Peter Butterworth, Bernard Cribbins, Bill Fraser, Norman Mitchell, Ronnie Stevens, Fred Emney, Janet Brown, Gerald Campion, Bridget Armstrong, George Benson, Douglas Ives, Jack Melford, Thelma Ruby",Wordless comedy about the trials and tribulations which abound when a young couple attempt to build their dream home.,6.6,111,"","","",,10,,6.6,86.0482486038882,660
tt0061611,Eat Your Makeup,Eat Your Makeup,1968,1968-02-23,Comedy,45,USA,English,John Waters,John Waters,Dreamland,"Lizzy Temple Black, Berenica Cipcus, Divine, George Figgs, Howard Gruber, David Lochary, Marina Melin, Mona Montgomery, Mary Vivian Pearce, Bob Skidmore, Margie Skidmore, Maelcum Soul, Ben Syfu","John Waters' first sixteen-millimetre film, about a deranged nanny who kidnaps young girls and forces them to 'model themselves to death' in front of her boyfriend and their crazed friends....",7,112,"","","",,1,1,7,101.984205575331,700
tt0062133,The Plank,The Plank,1967,1967,Comedy,45,UK,English,Eric Sykes,Eric Sykes,Associated London Films,"Tommy Cooper, Eric Sykes, Jimmy Edwards, Roy Castle, Graham Stark, Stratford Johns, Jim Dale, Jimmy Tarbuck, Hattie Jacques, Rex Garner, Libby Morris, John Junkin, Joan Young, Barney Gilbraith, Clovissa Newcombe","Classic British comedy, full of stars, about two workmen delivering planks to a building site. This is done with music and a sort of """"wordless dialogue"""" which consists of a few mumbled ...",6.8,1125,"","","",,16,2,6.8,94.8920693622315,680
tt0068506,Dreamwood,Dreamwood,1972,1972-05-25,Fantasy,45,USA,English,James Broughton,"",Farallone Films,"Henry Taylor, Margo St. James, Diane Nelson, Roger Somers, Monica Taylor, Claxton Taylor",Experimental film about a man who embarks on a journey to a mysterious island.,6,113,"","","",,,4,6,80.6958935596208,600
