imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0078151,Renaldo e Clara,Renaldo and Clara,1978,1978-01-25,Drama,235,USA,English,Bob Dylan,"Bob Dylan, Sam Shepard",Lombard Street Films,"Bob Dylan, Sara Dylan, Joan Baez, Ronnie Hawkins, Jack Elliott, Harry Dean Stanton, Bob Neuwirth, Allen Ginsberg, Mel Howard, David Mansfield, Jack Baran, Helena Kallianiotes, Rubin 'Hurricane' Carter, Anne Waldman, T Bone Burnett","Bob Dylan on tour with the Rolling Thunder Revue in 1975; concert footage, documentary interviews and bizarre improvised character scenes.",6.8,468,"","","",,7,10,6.8,95.842792566739,680
