imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0056907,Il cardinale,The Cardinal,1963,1963-12-12,"Drama, History, War",175,USA,"English, German, Latin",Otto Preminger,"Robert Dozier, Henry Morton Robinson",Otto Preminger Films,"Tom Tryon, Carol Lynley, Dorothy Gish, Maggie McNamara, Bill Hayes, Cameron Prud'Homme, Cecil Kellaway, Loring Smith, John Saxon, James Hickman, Berenice Gahm, John Huston, Jose Duvall, Peter MacLean, Robert Morse","A young Catholic priest from Boston confronts bigotry, Nazism, and his own personal conflicts as he rises to the office of cardinal.",6.8,2298,"","","",,50,18,6.8,94.6925329644029,680
tt0057652,I vincitori,The Victors,1963,1963-11-19,"Drama, War",175,"UK, USA","English, French, German, Italian, Russian",Carl Foreman,"Alexander Baron, Carl Foreman",Highroad Productions,"Vince Edwards, Albert Finney, George Hamilton, Melina Mercouri, Jeanne Moreau, George Peppard, Maurice Ronet, Rosanna Schiaffino, Romy Schneider, Elke Sommer, Eli Wallach, Michael Callan, Peter Fonda, James Mitchum, Senta Berger","Intelligent, sprawling saga of a squad of American soldiers, following them through Europe during World War II.",7,1378,"","","",,64,12,7,98.9511828821982,700
tt0060814,Parigi brucia?,Paris brûle-t-il?,1966,1967-01-27,"Drama, History, War",175,"France, USA","French, German, English",René Clément,"Larry Collins, Dominique Lapierre",Marianne Productions,"Jean-Paul Belmondo, Charles Boyer, Leslie Caron, Jean-Pierre Cassel, George Chakiris, Bruno Cremer, Claude Dauphin, Alain Delon, Kirk Douglas, Pierre Dux, Glenn Ford, Gert Fröbe, Daniel Gélin, Georges Géret, Hannes Messemer",The departure of the German Army from Paris in 1944.,6.9,3958,"","","",,40,11,6.9,96.3918638479268,690
tt0062640,Aadmi,Aadmi,1968,1968,"Drama, Romance",175,India,Hindi,A. Bhimsingh,"Akhtar-Ul-Iman, Kaushal Bharati",S.V. Films,"Dilip Kumar, Waheeda Rehman, Manoj Kumar, Simi Garewal, Pran, Padma Chavan, Agha, Shivraj, Ulhas, Mohan Choti, Sulochana Latkar, Nataraj","Rajesh, though orphaned at a very age, comes from a very wealthy and noble family, is very insecure and possessive almost to the point of an obsession. As a child he had loved a girl named ...",6.9,192,"","","",,3,1,6.9,97.8233254282583,690
tt0064091,La battaglia della Neretva,Bitka na Neretvi,1969,1969-12-03,"Drama, History, War",175,"Yugoslavia, Italy, West Germany, USA","Serbo-Croatian, German, Italian, English",Veljko Bulajic,"Stevan Bulajic, Ratko Djurovic",Bosna Film,"Yul Brynner, Hardy Krüger, Franco Nero, Sylva Koscina, Orson Welles, Curd Jürgens, Anthony Dawson, Milena Dravic, Sergey Bondarchuk, Ljubisa Samardzic, Velimir 'Bata' Zivojinovic, Boris Dvornik, Oleg Vidov, Pavle Vuisic, Howard Ross",World war two drama about the 1943 battle around the Neretva River between Axis forces and Yugoslav partisan units.,7.2,3174,$ 12000000,"","",,22,2,7.2,99.8123077931712,720
tt0065064,Talash,Talash,1969,1969,"Romance, Thriller",175,India,Hindi,O.P. Ralhan,"O.P. Ralhan, Ehsan Rizvi",Ralhan Productions Pvt. Ltd.,"Rajendra Kumar, Sharmila Tagore, O.P. Ralhan, Balraj Sahni, Helen, Sulochana Latkar, Sajjan, Jeevan, Hari Shivdasani, Madan Puri, Randhir, D.K. Sapru, Madhumati, Sunder, Mumtaz Begum","A business man must choose between keeping his promise to marry a poor village belle, or making it big by wedding his boss's daughter: a wealthy Westernized girl who bares a striking resemblance to his first love.",6.6,154,"","","",,2,1,6.6,89.9448175344786,660
tt0067840,Tere Mere Sapne,Tere Mere Sapne,1971,1971-05-13,"Drama, Romance",175,India,Hindi,Vijay Anand,"Vijay Anand, Vijay Anand","","Dev Anand, Mumtaz, Mahesh Kaul, Vijay Anand, Agha, Tabassum, Paro, Leela Mishra, D.K. Sapru, Jayshree T., Mumtaz Begum, Prem Nath, Dulari, Rajpal, V. Gopal","Dr. Anand Kumar attains his degree in medicine and re-locates to a small village to assist the local doctors there. Upon arrival, he is met by the ailing Dr. Prasad and his wife, and hired ...",7.3,209,"","","",,2,1,7.3,104.756984715551,730
tt0068646,Il padrino,The Godfather,1972,1972-09-21,"Crime, Drama",175,USA,"English, Italian, Latin",Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola",Paramount Pictures,"Marlon Brando, Al Pacino, James Caan, Richard S. Castellano, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Al Lettieri, Diane Keaton, Abe Vigoda, Talia Shire, Gianni Russo, John Cazale, Rudy Bond",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,9.2,1572674,$ 6000000,$ 134966411,$ 246120974,100,3977,253,9.2,125.35271478364,920
tt0069832,Bør Børson Jr.,Bør Børson Jr.,1974,1974-02-07,"Comedy, Musical",175,Norway,Norwegian,Jan Erik Düring,Johan Falkberget,EMI-Produksjon A/S,"Rolv Wesenlund, Britt Langlie, Sølvi Wang, Tom Tellefsen, Rolf Sand, Alf Malland, Per Theodor Haugen, Frimann Falck Clausen, Siri Rom, Sverre Wilberg, Willie Hoel, Arve Opsahl, Synnøve Abrahamsen, Stephen Ahlquist, Kjersti Alveberg",This is the story about the great man of Olderdalen which starts as a simple shop-owner in the country and ends up as a tycoon in the capital (right after WW1.),6.8,437,"","","",,2,1,6.8,98.1398420898566,680
tt0073152,Nel corso del tempo,Im Lauf der Zeit,1976,1979-02-17,Drama,175,West Germany,"German, English",Wim Wenders,Wim Wenders,Westdeutscher Rundfunk (WDR),"Rüdiger Vogler, Hanns Zischler, Lisa Kreuzer, Rudolf Schündler, Marquard Bohm, Hans Dieter Trayer, Franziska Stömmer, Patric Kreuzer","A traveling projection-equipment mechanic works in Western Germany along the East-German border, visiting worn-out theatres. He meets with a depressed young man whose marriage has just broken up, and the two decide to travel together.",7.8,4930,DEM 680000,"","",,18,31,7.8,111.410469675306,780
