imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0030418,Maria Antonietta,Marie Antoinette,1938,1938-08-26,"Biography, Drama, History",149,USA,English,"W.S. Van Dyke, Julien Duvivier","Claudine West, Donald Ogden Stewart",Metro-Goldwyn-Mayer (MGM),"Norma Shearer, Tyrone Power, John Barrymore, Robert Morley, Anita Louise, Joseph Schildkraut, Gladys George, Henry Stephenson, Cora Witherspoon, Barnett Parker, Reginald Gardiner, Henry Daniell, Leonard Penn, Albert Dekker, Alma Kruger","The tragic life of Marie Antoinette, who became queen of France in her late teens.",7.4,2641,$ 2926000,"","",,71,12,7.4,103.847025199843,740
tt0044527,Daag,Daag,1952,1952,"Drama, Romance",149,India,Hindi,Amiya Chakrabarty,"Rajinder Singh Bedi, Amiya Chakrabarty",Dube Industries,"Dilip Kumar, Nimmi, Usha Kiran, Lalita Pawar, Kanhaiyalal Chaturvedi, Jawahar Kaul, Leela Mishra, C.S. Dubey, Krishnakant, Laxman Rao","Living a poor lifestyle with his widowed mother, Shankar sells toys for a living, but is addicted to alcohol. He is attracted to Parvati, who also lives a poor lifestyle along with her ...",7.1,150,"","","",,5,,7.1,95.1649951646428,710
tt0046703,Amar,Amar,1954,1954,"Drama, Musical, Romance",149,India,Hindi,Mehboob Khan,"S.K. Kalla, Agha Jani Kashmiri",Mehboob Productions,"Madhubala, Nimmi, Dilip Kumar, Jayant, Ulhas, Mukri, Husn Banu, Amar, Siddiqui, Murad, Pandey, Haroon, Agha Miraz, Shakeel Nomani, Shahin","Anju Rai lives a wealthy lifestyle with her widowed dad in a palatial house. She is now of marriageable age, and her dad has arranged her marriage with Advocate Amarnath. Both Anju and ...",7,158,"","","",,6,1,7,100.242848199839,700
tt0046799,Boot Polish,Boot Polish,1954,1954-08-20,"Comedy, Drama, Family",149,India,Hindi,Prakash Arora,"Bhanu Pratap, Bhanu Pratap",R.K. Films Ltd.,"Kumari Naaz, Rattan Kumar, David Abraham, Chand Burke, Veera, Bhupendra Kapoor, Shailendra, Mohanbali, Nissar, Bhudo Advani, Prabhu Arora","Preteen brother and sister, abandoned by their father to care of an abusive prostitute aunt, survive life in an Indian squatters' camp, aided by a friendly cripple, by learning to shine shoes instead of begging.",8.1,710,"","","",,10,3,8.1,110.384856424394,810
tt0047860,Prima dell'uragano,Battle Cry,1955,1955-02-02,"Drama, Romance, War",149,USA,"English, Japanese, Navajo",Raoul Walsh,"Leon Uris, Leon Uris",Warner Bros.,"Van Heflin, Aldo Ray, Mona Freeman, Nancy Olson, James Whitmore, Raymond Massey, Tab Hunter, Dorothy Malone, Anne Francis, William Campbell, John Lupton, L.Q. Jones, Perry Lopez, Fess Parker, Jonas Applegarth",A group of young Marines have adventures in love and war.,6.5,2070,"",$ 17440000,"",,48,12,6.5,92.9128311079323,650
tt0052792,Sono un agente FBI,The FBI Story,1959,1959-10-01,"Crime, Drama, History",149,USA,English,Mervyn LeRoy,"Richard L. Breen, John Twist",Mervyn LeRoy Productions Inc.,"James Stewart, Vera Miles, Murray Hamilton, Larry Pennell, Nick Adams, Diane Jergens, Jean Willes, Joyce Taylor, Victor Millan, Parley Baer, Fay Roope, Ed Prentiss, Robert Gist, Buzz Martin, Ken Mayer","A dedicated FBI agent recalls the agency's battles against the Klan, organized crime and Communist spies.",6.6,2863,"","","",,46,17,6.6,97.4824323376873,660
tt0053131,La storia di una monaca,The Nun's Story,1959,1959-10-03,Drama,149,USA,English,Fred Zinnemann,"Robert Anderson, Kathryn Hulme",Warner Bros.,"Audrey Hepburn, Peter Finch, Edith Evans, Peggy Ashcroft, Dean Jagger, Mildred Dunnock, Beatrice Straight, Patricia Collinge, Rosalie Crutchley, Ruth White, Barbara O'Neil, Margaret Phillips, Patricia Bosworth, Colleen Dewhurst, Stephen Murray","After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.",7.6,9146,$ 3500000,"","",78,95,28,7.6,105.718910571012,760
tt0053841,Dalla terrazza,From the Terrace,1960,1960-09-09,"Drama, Romance",149,USA,English,Mark Robson,"John O'Hara, Ernest Lehman",Linebrook,"Paul Newman, Joanne Woodward, Myrna Loy, Ina Balin, Leon Ames, Elizabeth Allen, Barbara Eden, George Grizzard, Patrick O'Neal, Felix Aylmer, Raymond Greenleaf, Malcolm Atterbury, Raymond Bailey, Ted de Corsia, Howard Caine",An ambitious young executive chooses a loveless marriage and an unfulfilling personal life in exchange for a successful Wall Street career.,6.7,2412,"",$ 11336000,"",,45,15,6.7,87.9054001943374,670
tt0057568,Tere Ghar Ke Samne,Tere Ghar Ke Samne,1963,1963-01-01,"Romance, Musical, Comedy",149,India,Hindi,Vijay Anand,Vijay Anand,Navketan International Films,"Dev Anand, Nutan, Rajendra Nath, Zarine Katrak, Rashid Khan, Parveen Choudhary, Pratima Devi, Harindranath Chattopadhyay, Mumtaz Begum, Om Prakash, Jankidas, Dhannalal, Uma Dutt, Mehar Banu, Ratan Gaurang",Children of two life-long rivals fall in love and try to make their fathers see the error of their ways.,7.5,374,"","","",,7,1,7.5,105.286388015051,750
tt0059712,La nave dei folli,Ship of Fools,1965,1965-10-01,"Drama, Romance, War",149,USA,"English, German, Spanish",Stanley Kramer,"Katherine Anne Porter, Abby Mann",Stanley Kramer Productions,"Vivien Leigh, Simone Signoret, José Ferrer, Lee Marvin, Oskar Werner, Elizabeth Ashley, George Segal, José Greco, Michael Dunn, Charles Korvin, Heinz Rühmann, Lilia Skala, BarBara Luna, Christiane Schmidtmer, Alf Kjellin",A varied group of passengers boarding a ship bound for pre-WWII Germany represents a microcosm of early 1930s society.,7.1,5042,$ 4000000,"","",,69,28,7.1,102.430733225822,710
