imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0064296,Erosu purasu gyakusatsu,Erosu purasu gyakusatsu,1969,1970-03-14,"Biography, Drama",202,Japan,Japanese,Yoshishige Yoshida,"Masahiro Yamada, Yoshishige Yoshida",Gendai Eigasha,"Mariko Okada, Toshiyuki Hosokawa, Yûko Kusunoki, Kazuko Inano, Etsushi Takahashi, Daijirô Harada, Toshiko Ii, Yoshihide Gotô, Toshiko Inoue, Kikuo Kaneuchi, Kyûzô Kawabe, Katsuya Kobayashi, Kazuko Kui, Kinji Matsueda, Kazunori Miyazaki",Two interwoven stories. The first is a biography of anarchist Sakae Osugi which follows his relationship with three women in the 1920s. The second centers around two 1960s' students researching Osugi's theories.,7.7,1866,"","",$ 8017,,10,20,7.7,108.796966773489,770
tt0069035,La nuova terra,Nybyggarna,1972,1972-02-26,"Drama, Western",202,Sweden,"Swedish, English",Jan Troell,"Vilhelm Moberg, Bengt Forslund",Svensk Filmindustri (SF),"Max von Sydow, Liv Ullmann, Eddie Axberg, Pierre Lindstedt, Allan Edwall, Monica Zetterlund, Hans Alfredson, Agneta Prytz, Halvar Björk, Tom C. Fouts, Peter Lindgren, Per Oscarsson, Oscar Ljung, Karin Nordström, Larry Clementson",A Swedish immigrant family struggle to establish a new life for themselves in the forest of Minnesota in the mid 19th Century.,8,3834,"","","",,16,21,8,110.731128321031,800
tt0071562,Il padrino - Parte II,The Godfather: Part II,1974,1975-09-25,"Crime, Drama",202,USA,"English, Italian, Spanish, Latin, Sicilian",Francis Ford Coppola,"Francis Ford Coppola, Mario Puzo",Paramount Pictures,"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale, Talia Shire, Lee Strasberg, Michael V. Gazzo, G.D. Spradlin, Richard Bright, Gastone Moschin, Tom Rosqui, Bruno Kirby, Frank Sivero, Francesca De Sapio","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",9,1098714,$ 13000000,$ 47834595,$ 48035783,90,1030,178,9,128.891986815748,900
tt0104797,Malcolm X,Malcolm X,1992,1993-03-16,"Biography, Drama, History",202,"USA, Japan",English,Spike Lee,"Alex Haley, Malcolm X",Largo International N.V.,"Denzel Washington, Angela Bassett, Albert Hall, Al Freeman Jr., Delroy Lindo, Spike Lee, Theresa Randle, Kate Vernon, Lonette McKee, Tommy Hollis, James McDaniel, Ernest Thomas, Jean-Claude La Marre, O.L. Duke, Larry McCoy","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",7.7,83487,$ 33000000,$ 48169910,$ 48169910,73,188,74,7.7,105.671414315302,770
tt0293342,Lajja,Lajja,2001,2001-08-31,"Action, Crime, Drama",202,India,Hindi,Rajkumar Santoshi,"Ranjit Kapoor, Ashok Rawat",Santoshi Productions,"Manisha Koirala, Jackie Shroff, Madhuri Dixit, Ajay Devgn, Rekha, Anil Kapoor, Mahima Chaudhry, Danny Denzongpa, Suresh Oberoi, Gulshan Grover, Tinnu Anand, Sharman Joshi, Govind Namdeo, Anjan Srivastav, Farida Jalal",The lives of four women from different places are the victims of male chauvinism and marital abuse. They decide to fight for their rights and dignity against the social norms and injustice.,6.7,2449,"",$ 376000,$ 871706,,16,3,6.7,91.9501510122851,670
tt1337125,Shizumanu taiyô,Shizumanu taiyô,2009,2009-10-24,Drama,202,Japan,Japanese,Setsurô Wakamatsu,"Takuya Nishioka, Toyoko Yamasaki",Kadokawa Pictures,"Ken Watanabe, Erika Toda, Shun Sugata, Ren Osugi, Yasuko Matsuyuki, Fumiyo Kohinata, Teruyuki Kagawa, Tomokazu Miura, Takashi Kashiwabara, Tôru Kazama, Ken Utsui, Misa Shimizu, Shigeru Kôyama, Tae Kimura, Masahiko Nishimura","A drama based on the 1985 plane crash that caused 520 deaths, the worst aviation event in Japanese history.",6.6,193,"","",$ 29000322,,,1,6.6,92.9888301150863,660
