imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0102513,Narasimha,Narasimha,1991,1991,"Action, Drama",214,India,Hindi,N. Chandra,"N. Chandra, Kamlesh Pandey",N. Chandra Productions,"Sunny Deol, Dimple Kapadia, Urmila Matondkar, Ravi Behl, Om Puri, Shafi Inamdar, Johnny Lever, Om Shivpuri, Satish Shah, Shail Chaturvedi, Manohar Deepak, Salim Khan Ding-Dong, C.S. Dubey, Dulari, Brij Gopal","With the help of his strongest henchman; Narasimha, Baapji eliminates his enemies from the city. But what happens when the sleeping morals of your toughest ally awaken, and he not only opposes you, but aligns with your enemy?",5.5,397,"","","",,3,2,5.5,79.7307907837693,550
