imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0029367,The Painted Stallion,The Painted Stallion,1937,1937-06-05,"Action, Adventure, Drama",212,USA,English,"Alan James, Ray Taylor","Morgan Cox, Ronald Davidson",Republic Pictures (I),"Ray Corrigan, Hoot Gibson, LeRoy Mason, Duncan Renaldo, Sammy McKim, Hal Taliaferro, Jack Perrin, Ed 'Oscar' Platt, Lou Fulton, Jean Carmen, Yakima Canutt, Maston Williams, Duke Taylor, Loren Riebe, George DeNormand","The period is the 1820's and the first wagon train leaves Independence heading west to Santa Fe. In order to maintain his power, the ruthless Official at Santa Fe must not let them arrive ...",6.6,148,$ 109164,"","",,5,2,6.6,88.3715989423798,660
tt0029672,Tim Tyler's Luck,Tim Tyler's Luck,1937,1937-12-27,Adventure,212,USA,"English, German","Ford Beebe, Wyndham Gittens","Wyndham Gittens, Norman S. Hall",Universal Pictures,"Frankie Thomas, Frances Robinson, Jack Mulhall, Al Shean, Norman Willis, Anthony Warde, Earl Douglas, William 'Billy' Benedict, Frank Mayo, Alan Gregg, Stanley Blystone, Everett Brown, Skippy",Kind-hearted boy with sturdy character visits Africa to search for his missing father and finds adventures against hard-core criminals and wild animals.,5.2,248,"","","",,4,2,5.2,71.4557247865898,520
tt0029818,La maschera di Zorro,Zorro Rides Again,1937,1937-11-20,"Action, Adventure, Drama",212,USA,English,"John English, William Witney","Barry Shipman, John Rathmell",Republic Pictures (I),"John Carroll, Noah Beery, Richard Alexander, Reed Howes, Helen Christian, Duncan Renaldo, Nigel De Brulier, Bob Kortman, Jack Ingram, Roger Williams, Edmund Cobb, Mona Rico, Tom London, Harry Strang, Jerry Frank","The California-Yucatan Railroad, being built for the good of Mexico, is under siege by a gang of terrorists hoping to force its sale; no one can prove their connection to profiteer Marsden....",6.7,254,$ 110753,"","",,7,11,6.7,89.9287514046416,670
tt0032164,Zorro,Zorro's Fighting Legion,1939,1939-12-16,"Action, Adventure, History",212,USA,English,"John English, William Witney","Ronald Davidson, Franklin Adreon",Republic Pictures (I),"Reed Hadley, Sheila Darcy, William Corson, Leander De Cordova, Edmund Cobb, John Merton, C. Montague Shaw, Budd Buster, Carleton Young, Guy D'Ennery, Paul Marion, Joe Molina, James Pierce, Helen Mitchel, Curley Dresden",The masked hero leads a fighting force to fight a villian who plots the conquest of The Republic of Mexico.,7.2,372,"","","",,14,7,7.2,101.729102100599,720
tt0052618,Ben-Hur,Ben-Hur,1959,1960-10-21,"Adventure, Drama, History",212,USA,English,William Wyler,"Lew Wallace, Karl Tunberg",Metro-Goldwyn-Mayer (MGM),"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Finlay Currie, Frank Thring, Terence Longdon, George Relph, André Morell","After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",8.1,214854,$ 15000000,$ 74422622,$ 74427638,90,445,128,8.1,113.551142307161,810
tt8253606,"Mektoub, My Love: Intermezzo","Mektoub, My Love: Intermezzo",2019,2019-05-23,"Comedy, Romance",212,France,French,Abdellatif Kechiche,"Abdellatif Kechiche, Ghalya Lacroix",Quat'sous Films,"Shaïn Boumedine, Ophélie Bau, Salim Kechiouche, Alexia Chardard, Lou Luttiau, Hafsia Herzi, Marie Bernard, Roméo De Lacour, Anysia Deprele, Meleinda Elasfour, Dany Martial, Kamel Saadi","It's the end of summer vacation for Amin, the young photographer. He spends cozy evenings with Charlotte, the ex-girlfriend of Tony, his Casanova cousin. She talks to him about literature, ...",3.9,296,"","","",10,3,17,3.9,58.7382071299915,390
