imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0008519,A Romance of the Redwoods,A Romance of the Redwoods,1917,1917-05-14,"Adventure, Comedy, Drama",91,USA,"",Cecil B. DeMille,"Cecil B. DeMille, Jeanie Macpherson",Artcraft Pictures Corporation,"Mary Pickford, Elliott Dexter, Tully Marshall, Raymond Hatton, Charles Ogle, Walter Long, Winter Hall",A young girl travels west to live with her uncle during the California Gold Rush only to find that he has been killed by Indians and his identity assumed by an outlaw.,5.7,727,$ 134832,"","",,12,4,5.7,78.8433793912982,570
tt0011979,The Blot,The Blot,1921,1921-09-04,"Drama, Romance",91,USA,English,Lois Weber,"Lois Weber, Marion Orth",Lois Weber Productions,"Philip Hubbard, Margaret McWade, Claire Windsor, Louis Calhern, Marie Walcamp",The Professor dispenses the wisdom of the ages and does not make a living wage. The sons of the rich and powerful are students lacking any motivation. The next door neighbor of the ...,6.8,497,"","","",,21,7,6.8,96.5107655428467,680
tt0012631,Rojô no reikion,Rojô no reikion,1921,1921-04-08,Drama,91,Japan,Japanese,Minoru Murata,"Maxim Gorky, Wilhelm August Schmidtbonn",Shôchiku Kinema Kenkyujo,"Kaoru Osanai, Haruko Sawamura, Denmei Suzuki, Mikiko Hisamatsu, Ryuko Date, Yuriko Hanabusa, Sôtarô Okada, Minoru Murata, Kômei Minami, Shigeru Tsutamura, Kumahiko Mohara, Eiko Azuma, Emina Haruno, Eiko Higashi, Takeo Komatsu","",6.7,130,"","","",,2,6,6.7,89.1098019447843,670
tt0017726,Café Elektric,Café Elektric,1927,1927-11-25,Drama,91,Austria,German,Gustav Ucicky,"Felix Fischer, Jacques Bachrach",Sascha-Film,"Willi Forst, Marlene Dietrich, Fritz Alberti, Anny Coty, Igo Sym, Vera Salvotti, Nina Vanna, Wilhelm Völcker, Albert von Kersten",A dance-hall girl falls for a pickpocket.,6.4,106,"","","",,4,1,6.4,91.5951314393122,640
tt0018179,Mr. Wu,Mr. Wu,1927,1927-03-26,"Drama, Romance",91,USA,"English, Mandarin",William Nigh,"Maurice Vernon, Harold Owen",Metro-Goldwyn-Mayer (MGM),"Lon Chaney, Louise Dresser, Renée Adorée, Holmes Herbert, Ralph Forbes, Gertrude Olmstead, Mrs. Wong Wing, Claude King, Sonny Loy, Anna May Wong","When Mandarin Wu's unmarried daughter becomes pregnant by a young Englishman, he seeks vengeance.",6.4,525,$ 267000,"","",,19,3,6.4,90.0536958400857,640
tt0019630,Alibi,Alibi,1929,1929-04-20,Crime,91,USA,English,Roland West,"Roland West, C. Gardner Sullivan",Feature Productions,"Chester Morris, Harry Stubbs, Mae Busch, Eleanor Griffith, Irma Harrison, Regis Toomey, Al Hill, James Bradbury Jr., Elmer Ballard, Kernan Cripps, Purnell Pratt, Pat O'Malley, DeWitt Jennings, Ed Brady, Virginia Flohri","Chick Williams, a prohibition gangster, rejoins his mob soon after being released from prison. When a policeman is murdered during a robbery, he falls under suspicion. The gangster took ...",5.8,661,"","","",,19,12,5.8,78.852030568361,580
tt0019684,Behind That Curtain,Behind That Curtain,1929,1929-06-30,Mystery,91,USA,English,Irving Cummings,"Earl Derr Biggers, Sonya Levien",Fox Film Corporation,"Warner Baxter, Lois Moran, Gilbert Emery, Claude King, Philip Strange, Boris Karloff, Jamiel Hasson, Peter Gawthorne, John Rogers, Edgar Norton, Frank Finch Smiles, Mercedes De Valasco, E.L. Park","Eve Mannering realizes too late that her abusive husband is a philanderer and murderer and seeks protection with her true love, explorer John Beetham.",4.9,386,"","","",,31,8,4.9,72.65804330697,490
tt0020344,Rotaie,Rotaie,1929,1931-03-01,Drama,91,Italy,Italian,Mario Camerini,"Corrado D'Errico, Mario Camerini",S.A.C.I.A.,"Käthe von Nagy, Maurizio D'Ancora, Daniele Crespi, Giacomo Moschini, Mario Camerini, Carola Lotti","",6.9,102,"","","",,5,2,6.9,97.359646331144,690
tt0020556,L'uomo della Virginia,The Virginian,1929,1929-11-09,"Romance, Western",91,USA,English,Victor Fleming,"Owen Wister, Kirk La Shelle",Paramount Pictures,"Gary Cooper, Walter Huston, Mary Brian, Richard Arlen, Helen Ware, Chester Conklin, Eugene Pallette, Victor Potel, E.H. Calvert",A good-natured cowboy who is romancing the new schoolmarm has a crisis of conscience when he discovers his best friend is engaged in cattle rustling.,6.8,661,$ 425000,"","",,13,10,6.8,95.0290668409177,680
tt0020985,Holiday,Holiday,1930,1930-07-03,"Comedy, Drama",91,USA,English,Edward H. Griffith,"Philip Barry, Horace Jackson",Pathé Exchange,"Ann Harding, Mary Astor, Robert Ames, Hallam Cooley, Creighton Hale, Elizabeth Forrester, Edward Everett Horton, Hedda Hopper, William Holden, Mabel Forrest, Monroe Owsley",Holiday is a 1930 American Pre-Code romantic comedy film which tells the story of a young man who is torn between his free-thinking lifestyle and the tradition of his wealthy fiancée's family.,6.4,352,"","","",,10,4,6.4,94.2431521417984,640
tt0021287,Reaching for the Moon,Reaching for the Moon,1930,1931-02-21,"Comedy, Romance",91,USA,"English, French",Edmund Goulding,"Irving Berlin, Edmund Goulding",Joseph M. Schenck Productions,"Douglas Fairbanks, Bebe Daniels, Edward Everett Horton, Claud Allister, Jack Mulhall, Walter Walker, June MacCloy, Helen Jerome Eddy, Bing Crosby","Wall Street wizard, Larry Day, new to the ways of love, is coached by his valet. He follows Vivian Benton on an ocean liner, where cocktails, laced with a """"love potion,"""" work their magic. ...",5.6,340,"","","",,19,6,5.6,78.7497355278827,560
tt0021739,La cagna,La chienne,1931,1931-11-20,"Crime, Drama",91,France,French,Jean Renoir,"Georges de La Fouchardière, Jean Renoir",Les Établissements Braunberger-Richebé,"Michel Simon, Janie Marèse, Georges Flamant, Roger Gaillard, Romain Bouquet, Pierre Desty, Mlle Doryans, Lucien Mancini, Jane Pierson, Christian Argentin, Max Dalban, Jean Gehret, Magdeleine Bérubet",A woman and her pimp exploit a painter for money.,7.6,3628,"","","",,19,39,7.6,105.484327866974,760
tt0022437,Strictly Dishonorable,Strictly Dishonorable,1931,1931-12-26,"Comedy, Drama, Romance",91,USA,"English, Italian",John M. Stahl,"Preston Sturges, Gladys Lehman",Universal Pictures,"Paul Lukas, Sidney Fox, Lewis Stone, George Meeker, William Ricciardi, Sidney Toler","A womanizing singer falls for an old-fashioned Southern belle. The problem is, she already has a fiance.",6,175,"","","",,10,3,6,86.5020256077507,600
