imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000
tt0003014,Il calvario di una madre,Ingeborg Holm,1913,1915-10-18,Drama,96,Sweden,"",Victor Sjöström,Nils Krok,Svenska Biografteatern AB,"Hilda Borgström, Aron Lindgren, Erik Lindholm, Georg Grönroos, William Larsson, Richard Lund, Carl Barcklind, Hugo Björne, Bertil Malmstedt",Single mother is separated from her children due to financial struggles.,7.1,948,"","","",,16,7,7.1,100.709047333035,710
tt0014463,The Shock,The Shock,1923,1923-06-10,Drama,96,USA,English,Lambert Hillyer,"Charles Kenyon, William Dudley Pelley",Universal Pictures,"Lon Chaney, Virginia Valli, Jack Mower, William Welsh, Henry A. Barrows, Christine Mayo, Harry De Vere, John Beck, Walter Long","A gang of blackmailers sends a cripple to San Francisco to expose a banker they have been blackmailing. However, the cripple meets and falls in love with the banker's daughter.",6.5,375,$ 90220,"","",,18,6,6.5,88.8841335320669,650
tt0016006,The Lady,The Lady,1925,1925-02-08,Drama,96,USA,"",Frank Borzage,"Martin Brown, Frances Marion",Norma Talmadge Film Corporation,"Norma Talmadge, Wallace MacDonald, Brandon Hurst, Alfred J. Goulding, Doris Lloyd, Johnny Fox, Paulette Duval, Emily Fitzroy, Margaret Seddon, Miles McCarthy, Marc McDermott, George Hackathorne, Walter Long","A young woman marries the wastrel son of a British aristocrat. Her husband, who has been disinherited by his father, loses what little money he has left gambling in casinos and then dies, ...",5,125,"",$ 190048,"",,3,2,5,69.2072815902284,500
tt0019195,La donna misteriosa,The Mysterious Lady,1928,1928-08-04,"Drama, Romance",96,USA,English,Fred Niblo,"Ludwig Wolff, Bess Meredyth",Metro-Goldwyn-Mayer (MGM),"Greta Garbo, Conrad Nagel, Gustav von Seyffertitz, Albert Pollet, Edward Connelly, Richard Alexander","An attractive Russian spy seduces an Austrian officer in order to get some important plans, but when she actually falls in love with him, both of them are placed in a dangerous situation.",7.2,1151,$ 337000,"","",,27,16,7.2,98.0604277067539,720
tt0019777,The Cocoanuts,The Cocoanuts,1929,1929-08-03,"Comedy, Musical",96,USA,English,"Robert Florey, Joseph Santley","George S. Kaufman, Morrie Ryskind",Paramount Pictures,"The Marx Brothers, Zeppo Marx, Groucho Marx, Harpo Marx, Chico Marx, Oscar Shaw, Mary Eaton, Cyril Ring, Kay Francis, Margaret Dumont, Basil Ruysdael, Gamby-Hale Ballet Girls, Allan K. Foster Girls","During the Florida land boom,",7,6900,$ 500000,"","",69,71,43,7,95.6143993383112,700
tt0020232,Oblomok imperii,Oblomok imperii,1929,1929-10-28,Drama,96,Soviet Union,Russian,Fridrikh Ermler,"Fridrikh Ermler, Ekaterina Vinogradskaya",Sovkino,"Emil Gal, Sergey Gerasimov, Yakov Gudkin, Ursula Krug, Varvara Myasnikova, Fyodor Nikitin, Lyudmila Semyonova, Valeri Solovtsov, Vyacheslav Viskovsky","A story of a man who loses his memory during the First World War, regains it 10 years after the Russian Revolution and returns home to a new and alien St. Petersburg.",7.3,332,"","","",,1,8,7.3,102.558131542209,730
tt0020336,Arcobaleno,Chasing Rainbows,1930,1930-02-23,"Comedy, Drama, Musical",96,USA,English,Charles Reisner,"Robert E. Hopkins, Bess Meredyth",Metro-Goldwyn-Mayer (MGM),"Bessie Love, Charles King, Jack Benny, George K. Arthur, Polly Moran, Gwen Lee, Nita Martan, Eddie Phillips, Marie Dressler, Youcca Troubetzkov",The road-show troupe of a top Broadway show go cross-country while taking the audience along on the on-stage scenes as well as what happens and is happening back stage of the production. ...,6,204,"","","",,11,4,6,83.4360377795271,600
tt0020620,Il cavaliere della libertà,Abraham Lincoln,1930,1930-11-08,"Biography, Drama, History",96,USA,English,D.W. Griffith,"Stephen Vincent Benet, John W. Considine Jr.",D.W. Griffith Productions,"William L. Thorne, Lucille La Verne, Helen Freeman, Otto Hoffman, Walter Huston, Edgar Dearing, Una Merkel, Russell Simpson, Charles Crockett, Kay Hammond, Helen Ware, E. Alyn Warren, Jason Robards Sr., Gordon Thorpe, Ian Keith",An episodic biography of the 16th President of the United States.,5.7,1308,"","","",,47,21,5.7,73.1965813654237,570
tt0021409,Sotto i tetti di Parigi,Sous les toits de Paris,1930,1931-03-02,"Comedy, Drama, Musical",96,France,"French, Romanian",René Clair,René Clair,Films Sonores Tobis,"Albert Préjean, Pola Illéry, Edmond T. Gréville, Bill Bocket, Paul Ollivier, Gaston Modot, Raymond Aimos, Thomy Bourdelle","Albert is smitten for Pola but ends up wrongly committed in jail, in the meantime her affections are sought after by his friend, and on his release both love and friendship must be tested.",7.1,1971,"","","",,15,23,7.1,98.2097078670298,710
tt0021607,Una tragedia americana,An American Tragedy,1931,1931-08-22,"Crime, Drama, Romance",96,USA,English,Josef von Sternberg,"Theodore Dreiser, Samuel Hoffenstein",Paramount Pictures,"Phillips Holmes, Sylvia Sidney, Frances Dee, Irving Pichel, Frederick Burton, Claire McDowell, Wallace Middleton, Emmett Corrigan, Charles Middleton, Lucille La Verne, Al Hart, Fanny Midgley, Arnold Korff, Russ Powell","A poor factory worker, employed by a wealthy uncle, falls in love with a beautiful heiress but his happiness and promising future are jeopardized by a previous affair with a coworker he impregnated.",6.5,644,"","","",,27,8,6.5,95.2929069670564,650
tt0022360,Il richiamo dei figli,Seed,1931,1931-05-14,Drama,96,USA,English,John M. Stahl,"Gladys Lehman, Charles G. Norris",Universal Pictures,"John Boles, Genevieve Tobin, Lois Wilson, Raymond Hackett, Bette Davis, Zasu Pitts, Richard Tucker, Helen Parrish, Dick Winslow, Bill Willis, Jack Willis, Frances Dade, Kenneth Seiling, Terry Cox, Dickie Moore","Bart is a clerk for a publishing company. He has written a novel. His wife Peggy and he have five children. Bart's former girlfriend, Mildred, is manager of the company's Paris office. She ...",7,412,"","","",,2,1,7,96.4558993436256,700
tt0022897,Carne,Flesh,1932,1932-12-08,"Drama, Romance",96,USA,"English, German",John Ford,"Edmund Goulding, Leonard Praskins",Metro-Goldwyn-Mayer (MGM),"Wallace Beery, Ricardo Cortez, Karen Morley, Jean Hersholt, John Miljan, Herman Bing, Vince Barnett, Greta Meyer, Edward Brophy","Gifted German wrestler Polokai falls in love with ex-con Laura, who persuades him to emigrate to America and gets him involved with crooked promoters.",6.5,506,$ 480000,"","",,14,10,6.5,88.5228514622033,650
tt0023088,Il re dell'arena,The Kid from Spain,1932,1932-11-17,"Comedy, Musical, Romance",96,USA,"English, Spanish",Leo McCarey,"William Anthony McGuire, Bert Kalmar",The Samuel Goldwyn Company,"Eddie Cantor, Lyda Roberti, Robert Young, Ruth Hall, John Miljan, Noah Beery, J. Carrol Naish, Robert Emmett O'Connor, Stanley Fields, Paul Porcasi, Sidney Franklin",An innocent man accused of robbing banks masquerades as a bullfighter to escape the police.,6.3,474,"","","",,16,5,6.3,91.5358231099715,630
tt0023825,Argento vivo,Bombshell,1933,1933-10-13,"Comedy, Drama, Romance",96,USA,English,Victor Fleming,"John Lee Mahin, Jules Furthman",Metro-Goldwyn-Mayer (MGM),"Jean Harlow, Lee Tracy, Frank Morgan, Franchot Tone, Pat O'Brien, Una Merkel, Ted Healy, Ivan Lebedeff, Isabel Jewell, Louise Beavers, Leonard Carey, Mary Forbes, C. Aubrey Smith, June Brewster, Tom Kennedy",Sexpot film star Lola Burns seeks a new image and tries marrying a marquis and adopting a baby - all sorts of schemes which go awry.,7.1,2247,$ 344000,"","",81,48,25,7.1,99.327556586012,710
tt0024240,Signora per un giorno,Lady for a Day,1933,1934-09-03,"Comedy, Drama",96,USA,"English, Spanish",Frank Capra,"Robert Riskin, Damon Runyon",Columbia Pictures,"Warren William, May Robson, Guy Kibbee, Glenda Farrell, Ned Sparks, Walter Connolly, Jean Parker, Nat Pendleton, Barry Norton, Halliwell Hobbes, Hobart Bosworth, Robert Emmett O'Connor","A gangster tries to make Apple Annie, the Times Square apple seller, a lady for a day.",7.4,3709,"","","",,37,25,7.4,101.768567996972,740
tt0024453,Pellegrinaggio,Pilgrimage,1933,1933-08-18,Drama,96,USA,"English, French",John Ford,"Barry Conners, Philip Klein",Fox Film Corporation,"Henrietta Crosman, Heather Angel, Norman Foster, Lucille La Verne, Maurice Murphy, Marian Nixon, Jay Ward, Robert Warwick, Louise Carter, Betty Blythe, Francis Ford, Charley Grapewin, Hedda Hopper, Frances Rich",A possessive mother pushes her son into World War I service rather than see him get married.,7.2,533,"","","",,12,10,7.2,100.797221643942,720
tt0025946,Tutto il mondo ride,Vesyolye rebyata,1934,1934-12-09,"Comedy, Musical",96,Soviet Union,Russian,Grigoriy Aleksandrov,"Grigoriy Aleksandrov, Nikolay Erdman",Moskinokombinat,"Leonid Utyosov, Lyubov Orlova, Mariya Strelkova, Elena Tyapkina, Fyodor Kurikhin, Arnold Arnold, Robert Erdman, Marya Ivanovna",A musically talented shepherd gets his big chance when he is mistaken for a famous conductor.,7,832,"","","",,9,4,7,96.2012092069701,700
tt0026095,La bandera,La bandera,1935,1935,"Drama, Romance, War",96,France,French,Julien Duvivier,"Pierre Dumarchais, Julien Duvivier",Société Nouvelle de Cinématographie (SNC),"Annabella, Jean Gabin, Robert Le Vigan, Raymond Aimos, Pierre Renoir, Gaston Modot, Margo Lion, Charles Granval, Reine Paulet, Viviane Romance, Jesús Castro Blanco, Robert Ozanne, Maurice Lagrenée, Louis Florencie, Little Jacky","Pierre Gilieth has committed a murder in Paris. He flees to Barcelona, where he runs out of money. So he joins the Spanish Foreign Legion. He meets there two fellow countrymen, Mulot and ...",6.9,570,"","","",,9,9,6.9,97.9104218261312,690
tt0026605,Gli ultimi giorni di Pompei,The Last Days of Pompeii,1935,1935-10-18,"Adventure, Drama",96,USA,English,"Ernest B. Schoedsack, Merian C. Cooper","James Ashmore Creelman, Melville Baker",RKO Radio Pictures,"Preston Foster, Alan Hale, Basil Rathbone, John Wood, Louis Calhern, David Holt, Dorothy Wilson, Wyrley Birch, Gloria Shea, Frank Conroy, William V. Mong, Murray Kinnell, Henry Kolker, Edward Van Sloan, Zeffie Tilbury","In the doomed Roman city, a gentle blacksmith becomes a corrupt gladiator, while his son leans toward Christianity.",6.4,907,$ 1000000,"","",,30,14,6.4,90.4138175310677,640
tt0026621,Facce false,Let 'em Have It,1935,1935-05-17,"Crime, Drama",96,USA,English,Sam Wood,"Joseph Moncure March, Elmer Harris",Reliance Productions,"Richard Arlen, Virginia Bruce, Alice Brady, Bruce Cabot, Harvey Stephens, Eric Linden, Joyce Compton, Gordon Jones, J. Farrell MacDonald, Bodil Rosing, Paul Stanton, Hale Hamilton, Robert Emmett O'Connor, Dorothy Appleby, Barbara Pepper","Young Federal gang-busters in action, with pauses for romance.",6.5,161,"","","",,9,1,6.5,94.4877531584918,650
tt0026778,Una notte all'opera,A Night at the Opera,1935,1938-10-11,"Comedy, Music, Musical",96,USA,"English, Italian","Sam Wood, Edmund Goulding","George S. Kaufman, Morrie Ryskind",Metro-Goldwyn-Mayer (MGM),"Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle, Allan Jones, Walter Woolf King, Sig Ruman, Margaret Dumont, Edward Keane, Robert Emmett O'Connor",A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,7.9,30030,"",$ 2537520,$ 3956700,,159,52,7.9,109.332677431107,790
tt0027099,I tre moschettieri,The Three Musketeers,1935,1935-11-01,"Action, Adventure, Romance",96,USA,English,Rowland V. Lee,"Dudley Nichols, Rowland V. Lee",RKO Radio Pictures,"Walter Abel, Paul Lukas, Margot Grahame, Heather Angel, Ian Keith, Moroni Olsen, Onslow Stevens, Rosamond Pinchot, John Qualen, Ralph Forbes, Nigel De Brulier, Murray Kinnell, Lumsden Hare, Miles Mander","The young Gascon D'Artagnan arrives in Paris, his heart set on joining the king's Musketeers. He is taken under the wings of three of the most respected and feared Musketeers, Porthos, ...",5.9,309,"",$ 1962000,"",,8,9,5.9,81.7929535986386,590
tt0027311,Come vi piace,As You Like It,1936,1936,"Drama, Comedy, Romance",96,UK,English,Paul Czinner,"J.M. Barrie, Robert Cullen",Inter-Allied,"Elisabeth Bergner, Laurence Olivier, Sophie Stewart, Henry Ainley, Leon Quartermaine, Felix Aylmer, Stuart Robertson, Austin Trevor, Lionel Braham, John Laurie, J. Fisher White, Mackenzie Ward, Aubrey Mather, Richard Ainley, Peter Bull","A Duke usurps his brother's land and power, banishing him and his entourage into the forest of Arden. The banished Duke's daughter, Rosalind, remains with her cousin Celia. She has fallen ...",5.9,665,"","","",,20,5,5.9,82.5635342624133,590
